source,target,weigth
"Valdés, Julio César",La Vida Literaria,1
"Valencia, Francisco",La Gruta,7
"Valencia, Francisco",Lectura Amena,3
"Valencia, Francisco",Revista Contemporánea,6
"Valencia, Francisco",Trofeos,4
"Valencia, Guillermo",Lectura Amena,3
"Valencia, Guillermo",Panida,1
"Valencia, Guillermo",Revista Contemporánea,2
"Valencia, Miguel Santiago",CULTURA,4
"Valentí Camp, Santiago",Germinal,7
"Valentí, Rubén",El Nuevo Mercurio,1
"Valenzuela Llanos, Alberto",Instantáneas,1
"Valenzuela Olivos, Eduardo",Luz i Sombra,4
"Valenzuela Puelma, Alfredo",Instantáneas,2
"Valenzuela, Benigno",El Nuevo Mercurio,1
"Valenzuela, Eduardo",Revista Moderna. (Enciclopedia colombiana),1
"Valenzuela, Emilio",El Nuevo Mercurio,1
"Valenzuela, Jesús E.",El Nuevo Mercurio,1
"Valenzuela, Jesús E.",Revista Azul,15
"Valenzuela, Teodoro",Revista Literaria. Publicación Mensual,1
"Valera, Juan",Helios,1
"Valera, Juan",La Vida Literaria,1
"Valera, Juan",Renacimiento,1
"Valera, Juan",Revista Azul,5
"Valera, Luis",Helios,1
"Valero Martín, Alberto",Gente Vieja,14
"Valero Martín, Gonzalo",Gente Vieja,1
"Valero Martín, Juan",Gente Vieja,1
"Valero Martín, Luis",Gente Vieja,1
"Valero de Tornos, Juan",Gente Vieja,135
"Valladar, Francisco de Paula",Arte Joven,1
"Valladar, Francisco de Paula",Gente Vieja,1
Valle,Alma Española,1
"Valle, Adrián del",Germinal,4
"Valle, Bolivia",Revista Azul,1
"Valle, Eduardo del",Revista Azul,1
"Valle-Inclán, Ramón del",Alma Española,1
"Valle-Inclán, Ramón del",Germinal,1
"Valle-Inclán, Ramón del",La Vida Literaria,2
"Valle-Inclán, Ramón del",Lectura Amena,2
"Valle-Inclán, Ramón del",Panida,1
"Valle-Inclán, Ramón del",Revista Nueva Spain,4
"Vallejo, Francisco Luis de",Gente Vieja,1
"Vallejo, Juan",Gente Vieja,2
"Vallejo, Mariano",Gente Vieja,17
"Vallette-Eymery, Marguerite",Helios,1
"Vallés, L.",Alpha,1
"Vallés, Leopoldo",Gente Vieja,2
"Van Rysselberghe, Théo",Luz,1
"Vandine, Mary E.",La Habana Literaria,1
"Varas Espinosa, Manuel J.",Luz i Sombra,1
"Varela, Aurelio",Vida Nueva,1
"Vargas Tamayo, Roberto",La Gruta,3
"Vargas Vila, José María",El Nuevo Mercurio,2
"Vargas Vila, José María",Lectura Amena,1
"Vargas Vila, José María",Panida,1
"Vargas Vila, José María",Revista Azul,1
"Vargas, Justo",Alpha,1
"Varigny, Charles Victor Crosnier",Revista Literaria. Publicación Mensual,1
"Varona Murias, Francisco",Revista Azul,1
"Varona, Enrique José",La Habana Literaria,2
"Vasco, Eduardo",Panida,7
"Vaso, José G.",La Vida Literaria,1
"Vedia, Agustín de",La Bibliotéca,1
"Vega Serrano, José de la",Revista Azul,1
"Vega y Carrasco, Angel de la",Vida Nueva,1
"Vega, Alejandro",La Gruta,6
"Vega, Enrique de la",La Vida Literaria,1
"Vega, Lope de",Gente Vieja,2
"Vega, Lope de",Revista Azul,1
"Vega, Ricardo de la",Gente Vieja,8
"Vega, Ricardo de la",Revista Azul,1
"Vegue y Goldoni, Ángel",El Nuevo Mercurio,4
"Velao Collado, Darío",Gente Vieja,2
"Velarde, J.",La Vida Literaria,1
"Velarde, Samuel",Luz i Sombra,2
"Velasco, José",El Nuevo Mercurio,1
"Velasco, Manuel de",La Bibliotéca,1
"Velilla Yepes, Samuel",Lectura y Arte,1
"Velásquez Botero, Samuel",El Montañés,6
"Velásquez Botero, Samuel",Lectura y Arte,1
"Velásquez Botero, Samuel",Trofeos,1
"Velásquez García, José",Alpha,5
"Velásquez García, José",El Repertorio. Revista Mensual Ilustrada,6
"Velásquez García, José",La Bohemia Alegre,9
"Velásquez García, José",Lectura Amena,10
"Velásquez García, José",Lectura y Arte,2
"Velásquez García, José",Revista Contemporánea,1
"Velásquez, Edmundo",Alpha,3
"Velásquez, Edmundo",Trofeos,1
"Velásquez, Miguel A.",El Nuevo Mercurio,1
"Velázquez, Alejandro",Lectura Amena,1
"Velázquez, Diego",Alma Española,1
"Velázquez, Diego",Germinal,2
"Velázquez, Samuel",Helios,1
"Ventura, Arturo",Gente Vieja,1
"Vera, Vicente",Alma Española,1
"Verbrugghe, George",Revista Literaria. Publicación Mensual,2
"Verbrugghe, Louis Emile",Revista Literaria. Publicación Mensual,2
"Verdaguer, Jacint",Arte Joven,1
"Verdaguer, Jacint",Gente Vieja,1
"Verdaguer, Jacint",Helios,1
"Verdaguer, Jacint",La Vida Literaria,1
"Verdes Montenegro y Montóro, José",Germinal,5
"Verdes Montenegro, José",Vida Nueva,5
"Verdi, Napoleón R.",Gente Vieja,1
"Verdugo Landi, Francisco",Alma Española,9
"Verdugo Landi, Ricardo",La Vida Literaria,5
"Verdugo, B. G.",Gente Vieja,1
"Verdugo, F.",Luz i Sombra,2
"Vereas, J.",Germinal,1
"Vergara Osses, Ulises",Luz i Sombra,1
"Vergara y Vergara, José María",Revista Moderna. (Enciclopedia colombiana),1
"Verhaeren, Émile",El Nuevo Mercurio,1
"Verhaeren, Émile",Luz,5
"Verhaeren, Émile",Revista Moderna. (Enciclopedia colombiana),1
"Verlaine, Paul",Helios,4
"Verlaine, Paul",Luz,4
"Verlaine, Paul",Luz i Sombra,2
"Verlaine, Paul",Renacimiento,4
"Verlaine, Paul",Revista Azul,3
"Vermay y Mantilla, J.",Revista Azul,1
"Vermersch, R. Santa María",Trofeos,3
"Vicaire, Gabriel",Luz,1
"Vicen, Jerónimo",Gente Vieja,1
"Vicent, José",Gente Vieja,1
Vicente Casanova y Marzol,Revista Nueva Spain,1
"Vicenti, Alfredo",Gente Vieja,1
"Vidal Pacheco, Gonzalo",El Repertorio. Revista Mensual Ilustrada,3
"Vidal Pacheco, Gonzalo",La Bohemia Alegre,1
"Vidal y Careta, Francisco",Gente Vieja,2
"Vidal, Enrique",Lectura y Arte,3
"Vidal, Fabián",Alma Española,3
"Vidal, Gonzalo",El Montañés,3
"Vidal, Gonzalo",Lectura y Arte,2
"Vielé-Griffin, Francis",La Vida Literaria,1
"Vila, Pablo",CULTURA,2
"Viladot, Onofre",Germinal,2
"Vilgio, Leo",Lectura y Arte,1
"Villa Carrasquilla, Jorge",Panida,6
"Villa López, Francisco",Panida,3
"Villa Vélez, Eduardo",Revista Literaria. Publicación Mensual,2
"Villaespesa, Francisco",Germinal,2
"Villaespesa, Francisco",Panida,2
"Villaespesa, Francisco",Renacimiento,3
"Villaespesa, Francisco",Revista Nueva Spain,2
"Villafañe, Carlos",La Gruta,6
"Villafañe, Carlos",Trofeos,3
"Villahermosa y Borao, Pedro Antonio",Alma Española,4
Villalba,Germinal,2
"Villalpando, Jesús",El Nuevo Mercurio,1
"Villamartín, Isabel de",Revista Literaria. Publicación Mensual,1
"Villanueva y Gómez, Miguel",Gente Vieja,1
"Villar Besada, Cesáreo del",Alma Española,23
"Villar Besada, Cesáreo del",La Vida Literaria,7
"Villegas Arango, Alfonso",Lectura Amena,1
"Villegas, Aquilino",Alpha,2
"Villegas, Aquilino",Lectura Amena,2
"Villegas, Aquilino",Lectura y Arte,1
"Villegas, Aquilino",Panida,1
"Villegas, José",Germinal,1
"Villegas, Luis Eduardo",Alpha,3
"Villegas, Luis Eduardo",Lectura Amena,1
"Villegas, Luis Eduardo",Revista Contemporánea,1
"Villegas, Marco A.",La Gruta,1
"Villiers de L'Isle-Adam, Auguste de",Alpha,2
"Villota, Manuel de",La Bibliotéca,1
"Vinaixa, J. Jorge",Alma Española,1
"Virués, Gregorio",Vida Nueva,1
"Visan, Tancrède de",Panida,1
"Viura, Xavier",Arte Joven,1
"Vives, Luis",Alpha,4
"Vives, Luis",Lectura Amena,1
"Vogüé, Eugène Melchior de",Revista Azul,1
"Volkmann-Leander, Richard von",La Vida Literaria,1
Volney,Luz i Sombra,1
"Vásquez Barreneche, Alejandro",Lectura Amena,1
"Vásquez Guarda, Efraím",Revista Literaria. Publicación Mensual,1
"Vásquez, Honorato",Revista Literaria. Publicación Mensual,1
"Vásquez, Juan de Dios",El Montañés,2
"Vásquez, Juan de Dios",El Repertorio. Revista Mensual Ilustrada,1
"Vásquez, Juan de Dios",La Bohemia Alegre,1
"Vásquez, Juan de Dios",Lectura y Arte,1
"Vélez Barrientos, Lucrecio",Alpha,12
"Vélez Barrientos, Lucrecio",El Repertorio. Revista Mensual Ilustrada,1
"Vélez Barrientos, Lucrecio",La Bohemia Alegre,1
"Vélez Sarsfield, Dalmacio",La Bibliotéca,2
"Vélez, Bonifacio",Alpha,1
"Vélez, Bonifacio",El Montañés,2
"Vélez, Bonifacio",Lectura Amena,2
"Vélez, Salvador",Lectura Amena,3
"Vélez, Victoriano",Alpha,3
"Vélez, Victoriano",El Montañés,3
"Vélez, Victoriano",Lectura Amena,2
"Wadsworth Longfellow, Henry",Revista Literaria. Publicación Mensual,2
"Wagner, Cosima",La Vida Literaria,1
"Wagner, Richard",Arte Joven,1
"Walker Martínez, Carlos",Instantáneas,1
Wanderer,Luz i Sombra,3
"Wellington, Arthur Wellesley",Alma Española,1
"Werner, C. von",Germinal,2
Werther,Germinal,4
"Weyler, Valeriano",Gente Vieja,1
"Wied, Elisabeth Ottilie Luise von",Revista Azul,1
"Wilde, Oscar",Alpha,1
"Wilde, Oscar",El Nuevo Mercurio,1
"Wilde, Oscar",Panida,2
"Wilde, Oscar",Revista Azul,1
"Wilde, Oscar",Trofeos,3
"Wilhemi, Berta",Germinal,1
"Williams, Alberto",La Bibliotéca,3
"Williams, Leonard",El Nuevo Mercurio,1
Willy,El Nuevo Mercurio,1
"Wilson, Woodrow",CULTURA,1
"Wolff, Pierre",El Repertorio. Revista Mensual Ilustrada,1
"Wyzewa, Teodor de",Lectura Amena,1
"Wyzewa, Teodor de",Revista Literaria. Publicación Mensual,1
X.,Gente Vieja,1
X. X.,Germinal,3
X. y Z.,La Vida Literaria,1
Xandaró,La Vida Literaria,2
"Xanrof, León",Trofeos,1
"Xaudaró, Joaquín",Luz i Sombra,3
"Xifré, José",Gente Vieja,1
YAR,Luz,1
"Yepes, Joaquín E.",El Repertorio. Revista Mensual Ilustrada,5
"Yrayzoz, Fiacro",La Vida Literaria,1
"Yver, Colette",Revista Moderna. (Enciclopedia colombiana),1
"Yxart, Josep",Renacimiento,1
Z y Z.,Lectura Amena,1
"Zaavedra Zárate, César",La Gruta,2
"Zahonero, José",Revista Azul,1
"Zahonero, José",Revista Nueva Spain,2
"Zamacois, Eduardo",Gente Vieja,1
"Zamacois, Eduardo",Germinal,9
"Zamacois, Eduardo",La Vida Literaria,2
"Zamacois, Eduardo",Revista Moderna. (Enciclopedia colombiana),1
"Zambrana y Vázquez, Antonio",La Habana Literaria,1
"Zancada, Práxedes",Alma Española,1
"Zapata A., José J.",Lectura Amena,1
"Zapata Lillo, Francisco",Instantáneas,2
"Zapata, Felipe",Revista Moderna. (Enciclopedia colombiana),1
"Zapata, Marcos",Gente Vieja,51
"Zaporta, Facundo M.",Gente Vieja,1
"Zaragoza, Antonio",Revista Azul,5
"Zardarean, Ruben",La Vida Literaria,1
"Zarza, Mariano",Germinal,1
"Zavala, Eugenio",Gente Vieja,1
"Zayas Enríquez, Rafael de",Revista Azul,4
"Zayas y Alfonso, Alfredo",La Habana Literaria,7
"Zayas, Antonio de",Helios,1
"Zayas, Antonio de",Renacimiento,3
"Zegera Pau, Emilcar",Luz i Sombra,1
"Zeno Gandía, Manuel",La Habana Literaria,2
"Zola, Émile",Germinal,10
"Zola, Émile",La Habana Literaria,1
"Zola, Émile",Lectura Amena,1
"Zola, Émile",Revista Azul,11
"Zola, Émile",Revista Literaria. Publicación Mensual,1
"Zola, Émile",Vida Nueva,2
"Zorrilla, José",Germinal,1
"Zorrilla, José",Revista Azul,1
"Zozaya, Antonio",Alma Española,1
"Zozaya, Antonio",Germinal,1
"Zozaya, Luis",Revista Nueva Spain,1
"Zuazo, Francisco José de",La Habana Literaria,1
"Zuleta Gaviria, Eduardo",El Montañés,1
"Zuleta Gaviria, Eduardo",El Repertorio. Revista Mensual Ilustrada,1
"Zuleta Gaviria, Eduardo",Lectura y Arte,1
"Zuleta Gaviria, Eduardo",Revista Literaria. Publicación Mensual,1
"Zuleta, Juan A.",Revista Literaria. Publicación Mensual,2
"Zuleta, Luis de",CULTURA,3
"Zulueta, Juan P. de",La Vida Literaria,6
"Zulueta, Luis de",Luz,4
"Zumeta, César",Revista Azul,4
"Zurano Muñoz, Emilio",Gente Vieja,4
"Zwintscher, Oskar",Luz,1
"Zárate Ruiz, Francisco",Revista Azul,1
"Zárate, Eduardo E.",Revista Azul,2
"Zúñiga, Dante",Instantáneas,1
"Álvarez Armesto, Primitivo",Germinal,1
"Álvarez Bonilla, Enrique",Revista Literaria. Publicación Mensual,1
"Álvarez Guerra, Juan",Gente Vieja,28
"Álvarez Lleras, Antonio",CULTURA,5
"Álvarez Quintero, Joaquín",Alma Española,2
"Álvarez Quintero, Joaquín",Gente Vieja,4
"Álvarez Quintero, Joaquín",Helios,2
"Álvarez Quintero, Joaquín",Lectura y Arte,1
"Álvarez Quintero, Serafín",Alma Española,2
"Álvarez Quintero, Serafín",Gente Vieja,4
"Álvarez Quintero, Serafín",Helios,2
"Álvarez Quintero, Serafín",Lectura y Arte,1
"Álvarez Rul, J. B.",Revista Azul,1
"Álvarez y González, Feliciano",Helios,1
