Source,Target,Type,Id,Label,Weight
Revista Moderna. (Enciclopedia colombiana),"Gebhart, Émile",Directed,5263,,1
Germinal,"Geoffray, Stéphane",Directed,5264,,1
Gente Vieja,Gerardo,Directed,5265,,2
Lectura Amena,"Gerin, Gabriel",Directed,5266,,1
Gente Vieja,"Germain, Auguste",Directed,5267,,1
Luz,"Germain, Auguste",Directed,5268,,1
Gente Vieja,"Gestoso y Pérez, José",Directed,5269,,1
La Vida Literaria,"Ghiraldo, Alberto",Directed,5270,,4
Revista Azul,"Gibbon, Eduardo A.",Directed,5271,,1
La Habana Literaria,"Giberga, Samuel",Directed,5272,,1
Alpha,"Gide, André",Directed,5273,,2
Trofeos,"Gide, André",Directed,5274,,1
Helios,"Gil Fortoul, José",Directed,5275,,1
Revista Azul,"Gil Fortoul, José",Directed,5276,,1
Gente Vieja,"Gil, Constantino",Directed,5277,,2
Revista Literaria. Publicación Mensual,"Gil, Constantino",Directed,5278,,2
Instantáneas,"Gil, Pedro Emilio",Directed,5279,,1
Instantáneas,"Gil, Ricardo",Directed,5280,,1
La Vida Literaria,"Gil, Ricardo",Directed,5281,,1
Lectura Amena,"Gil, Ricardo",Directed,5282,,1
Vida Nueva,"Gil, Ricardo",Directed,5283,,1
Alma Española,"Giner de los Ríos, Francisco",Directed,5284,,1
Revista Azul,"Ginisty, Paul",Directed,5285,,2
Trofeos,"Giraldo, Francisco",Directed,5286,,1
Trofeos,"Giraud, Victor",Directed,5287,,1
Revista Literaria. Publicación Mensual,"Girón, Lázaro María",Directed,5288,,1
Arte Joven,"Godoy y Sala, Ramón de",Directed,5289,,3
Helios,"Godoy y Sala, Ramón de",Directed,5290,,2
Germinal,"Godoy y Sola, Ramón",Directed,5291,,1
Luz i Sombra,"Goeminne Thomson, Augusto",Directed,5292,,8
Revista Literaria. Publicación Mensual,"Goenaga, Florentino",Directed,5293,,1
Arte Joven,"Goethe, Johann Wolfgang von",Directed,5294,,1
El Repertorio. Revista Mensual Ilustrada,"Goethe, Johann Wolfgang von",Directed,5295,,2
Luz i Sombra,"Goethe, Johann Wolfgang von",Directed,5296,,2
Revista Azul,"Goethe, Johann Wolfgang von",Directed,5297,,3
Gente Vieja,"Golpe, Salvador",Directed,5298,,3
El Nuevo Mercurio,"Gomes Leal, António",Directed,5299,,1
La Habana Literaria,"Gomez Loredo, Antonio",Directed,5300,,1
Gente Vieja,"Gomila, Sebastián",Directed,5301,,1
Germinal,"Gomila, Sebastián",Directed,5302,,5
Trofeos,"Gomperz, Theodor",Directed,5303,,3
La Vida Literaria,"Goncourt, Edmond de",Directed,5304,,1
Revista Azul,"Goncourt, Edmond de",Directed,5305,,7
Revista Azul,"Goncourt, Jules de",Directed,5306,,7
Germinal,"Gonne, Maud",Directed,5307,,1
Revista Azul,"Gonzaga Ortiz, Luis",Directed,5308,,6
Lectura Amena,"Gonzaga Urbina, Luis",Directed,5309,,1
Gente Vieja,"González Agejas, Lorenzo",Directed,5310,,12
Germinal,"González Anaya, Salvador",Directed,5311,,2
Germinal,"González Arenal, Vidal",Directed,5312,,1
Panida,"González Blanco, Andrés",Directed,5313,,4
La Vida Literaria,"González Carrasco, A.",Directed,5314,,1
Revista Azul,"González Carrasco, Aurelio",Directed,5315,,1
Arte Joven,"González Díaz, Francisco",Directed,5316,,1
Gente Vieja,"González Echevarría, Vicente",Directed,5317,,1
Instantáneas,"González Méndez, Nicanor",Directed,5318,,15
Revista Azul,"González Obregón, Luis",Directed,5319,,2
Revista Literaria. Publicación Mensual,"González Obregón, Luis",Directed,5320,,1
Panida,"González Ochoa, Fernando",Directed,5321,,6
El Nuevo Mercurio,"González Peña, Carlos",Directed,5322,,1
Gente Vieja,"González Peña, Carlos",Directed,5323,,1
Germinal,"González Serrano, Urbano",Directed,5324,,5
Helios,"González Serrano, Urbano",Directed,5325,,2
La Vida Literaria,"González Serrano, Urbano",Directed,5326,,7
Lectura Amena,"González Serrano, Urbano",Directed,5327,,1
Revista Nueva Spain,"González Serrano, Urbano",Directed,5328,,2
Revista Literaria. Publicación Mensual,"González Suárez, Federico",Directed,5329,,1
Revista Literaria. Publicación Mensual,"González Torres, A.",Directed,5330,,1
Gente Vieja,"González Vigil, Francisco de Paula",Directed,5331,,2
Gente Vieja,"González, Carlos D.",Directed,5332,,1
Revista Azul,"González, Eloy Guillermo",Directed,5333,,1
La Bibliotéca,"González, Joaquín Víctor",Directed,5334,,1
Gente Vieja,"González, José",Directed,5335,,5
Revista Azul,"González, N. A.",Directed,5336,,1
La Vida Literaria,"González, Pedro",Directed,5337,,1
Luz i Sombra,"González, Pedro Antonio",Directed,5338,,2
El Nuevo Mercurio,"González-Blanco, Andrés",Directed,5339,,15
Renacimiento,"González-Blanco, Andrés",Directed,5340,,8
Helios,"González-Blanco, Edmundo",Directed,5341,,1
Alma Española,"González-Blanco, Pedro",Directed,5342,,1
Helios,"González-Blanco, Pedro",Directed,5343,,15
Germinal,"Goodman, Maud",Directed,5344,,1
Lectura Amena,"Gorki, Maksim",Directed,5345,,1
Revista Azul,"Gostkowski, Gustavo G.",Directed,5346,,2
Alpha,"Gourmont, Remy de",Directed,5347,,3
Panida,"Gourmont, Remy de",Directed,5348,,1
Revista Contemporánea,"Gourmont, Remy de",Directed,5349,,2
Revista Moderna. (Enciclopedia colombiana),"Gourmont, Remy de",Directed,5350,,1
Trofeos,"Gourmont, Remy de",Directed,5351,,1
Alma Española,"Gourmont, Rémy de",Directed,5352,,1
El Nuevo Mercurio,"Gourmont, Rémy de",Directed,5353,,2
Helios,"Gourmont, Rémy de",Directed,5354,,1
Renacimiento,"Gourmont, Rémy de",Directed,5355,,1
Revista Nueva Spain,"Gourmont, Rémy de",Directed,5356,,2
Gente Vieja,"Gowen Brooks, María",Directed,5357,,1
Revista Literaria. Publicación Mensual,"Goya, Antonio",Directed,5358,,1
Revista Moderna. (Enciclopedia colombiana),"Goyau, Georges",Directed,5359,,1
La Bibliotéca,"Goyena, Pedro",Directed,5360,,1
Panida,"Graf, Arturo",Directed,5361,,1
Revista Azul,"Grafe Calatrava, E.",Directed,5362,,1
Lectura Amena,"Gramont, Luciano",Directed,5363,,1
Revista Contemporánea,"Grant, Allen",Directed,5364,,2
Gente Vieja,"Granés, Enrique María",Directed,5365,,1
Gente Vieja,"Granés, Salvador María",Directed,5366,,6
Gente Vieja,"Grases i Riera, Josep",Directed,5367,,1
Luz,"Grasset, Eugène",Directed,5368,,5
La Vida Literaria,"Grau, Jacinto",Directed,5369,,1
Gente Vieja,"Gray, Thomas",Directed,5370,,1
El Repertorio. Revista Mensual Ilustrada,"Greiff, Carlos de",Directed,5371,,1
Lectura y Arte,"Greiff, León de",Directed,5372,,1
Panida,"Greiff, León de",Directed,5373,,7
El Repertorio. Revista Mensual Ilustrada,"Greiff, Luis de",Directed,5374,,83
Lectura Amena,"Greiff, Luis de",Directed,5375,,2
Lectura y Arte,"Greiff, Luis de",Directed,5376,,2
Alma Española,"Grijalba, Alfonso R. de",Directed,5377,,2
El Nuevo Mercurio,"Grillo, Max",Directed,5378,,1
Alpha,"Grillo, Maximiliano",Directed,5379,,2
CULTURA,"Grillo, Maximiliano",Directed,5380,,3
El Repertorio. Revista Mensual Ilustrada,"Grillo, Maximiliano",Directed,5381,,4
La Gruta,"Grillo, Maximiliano",Directed,5382,,4
Lectura Amena,"Grillo, Maximiliano",Directed,5383,,1
Lectura y Arte,"Grillo, Maximiliano",Directed,5384,,1
Revista Contemporánea,"Grillo, Maximiliano",Directed,5385,,14
Trofeos,"Grillo, Maximiliano",Directed,5386,,8
Gente Vieja,"Groizard y Gómez de la Serna, Alejandro",Directed,5387,,1
Lectura Amena,"Groot, José Manuel",Directed,5388,,1
La Bibliotéca,"Groussac, Paul",Directed,5389,,42
El Repertorio. Revista Mensual Ilustrada,"Grégory, Pedro N.",Directed,5390,,1
Germinal,"Grützner, Eduard von",Directed,5391,,1
La Vida Literaria,"Gual, Adrià",Directed,5392,,1
Luz,"Gual, Adrià",Directed,5393,,5
Revista Literaria. Publicación Mensual,"Guardia, Ernesto de la",Directed,5394,,1
La Vida Literaria,"Guardia, Luis de la",Directed,5395,,1
Luz,"Guardiola, José",Directed,5396,,1
Revista Azul,"Guarín, José David",Directed,5397,,1
Gente Vieja,"Guasp, Gonzalo",Directed,5398,,1
La Bibliotéca,"Guastavino, José Miguel",Directed,5399,,3
Revista Literaria. Publicación Mensual,"Guerra Azuola, Ramón",Directed,5400,,6
Instantáneas,"Guerra, Anselmo",Directed,5401,,1
Alma Española,"Guerra, Ángel",Directed,5402,,4
Helios,"Guerra, Ángel",Directed,5403,,3
La Vida Literaria,"Guerra, Ángel",Directed,5404,,1
La Gruta,"Guerrero, Rafael",Directed,5405,,1
Gente Vieja,"Guerrero, Teodoro",Directed,5406,,27
Germinal,"Guerrini, Olindo",Directed,5407,,15
La Habana Literaria,"Guerrini, Olindo",Directed,5408,,1
La Vida Literaria,"Guerrini, Olindo",Directed,5409,,1
Lectura Amena,"Guerrini, Olindo",Directed,5410,,1
Revista Literaria. Publicación Mensual,"Guerrini, Olindo",Directed,5411,,1
Revista Nueva Spain,"Guillén Sotelo, Juan",Directed,5412,,2
Germinal,"Guimerá, Ángel",Directed,5413,,2
La Vida Literaria,"Guimerá, Ángel",Directed,5414,,1
Revista Azul,"Guimerá, Ángel",Directed,5415,,1
Gente Vieja,"Guindos, Manuel de",Directed,5416,,2
Revista Literaria. Publicación Mensual,"Gumucio, Adulfo de",Directed,5417,,1
Alma Española,"Gutiérrez Abascal, José",Directed,5418,,1
La Bohemia Alegre,"Gutiérrez B., Germán",Directed,5419,,1
Revista Azul,"Gutiérrez Coll, Jacinto",Directed,5420,,1
Revista Azul,"Gutiérrez Coll, José",Directed,5421,,1
El Repertorio. Revista Mensual Ilustrada,"Gutiérrez González, Gregorio",Directed,5422,,2
Instantáneas,"Gutiérrez Nájera, Manuel",Directed,5423,,1
Revista Azul,"Gutiérrez Nájera, Manuel",Directed,5424,,88
Revista Azul,"Gutiérrez Nájera, Salvador",Directed,5425,,4
La Bohemia Alegre,"Gutiérrez Robledo, Julio",Directed,5426,,1
Revista Literaria. Publicación Mensual,"Gutiérrez de Alba, José María",Directed,5427,,2
Gente Vieja,"Gutiérrez de la Vega, José",Directed,5428,,1
CULTURA,"Gutiérrez, Felipe Santiago",Directed,5429,,1
Revista Literaria. Publicación Mensual,"Gutiérrez, Francisco A.",Directed,5430,,1
La Vida Literaria,"Gutiérrez, Miguel",Directed,5431,,1
La Bibliotéca,"Gutiérrez, Ricardo",Directed,5432,,1
Gente Vieja,"Gutiérrez-Gamero, Emilio",Directed,5433,,3
Germinal,"Guyau, Jean-Marie",Directed,5434,,1
Revista Contemporánea,"Guyau, Jean-Marie",Directed,5435,,1
CULTURA,"Guzmán Esponda, Eduardo",Directed,5436,,1
Gente Vieja,Guzmán de Alfarache,Directed,5437,,1
Instantáneas,"Guzmán, Carlos",Directed,5438,,1
Revista Literaria. Publicación Mensual,"Guzmán, César Coronado",Directed,5439,,1
Instantáneas,"Guzmán, Eduardo",Directed,5440,,2
Luz i Sombra,"Guzmán, Ernesto A.",Directed,5441,,4
Renacimiento,"Guérin, Charles",Directed,5442,,1
Trofeos,"Guérin, Charles",Directed,5443,,1
Trofeos,"Guérin, Maurice de",Directed,5444,,2
Revista Azul,"Gálvez y del Monte, Wenceslao",Directed,5445,,2
La Habana Literaria,"Gálvez, José María",Directed,5446,,1
Revista Contemporánea,"Gálvez, Manuel",Directed,5447,,1
La Vida Literaria,"Gárate, Juan José",Directed,5448,,1
Revista Azul,"Génin, Auguste",Directed,5449,,1
Alpha,"Gómez Barrientos, Estanislao",Directed,5450,,5
El Montañés,"Gómez Barrientos, Estanislao",Directed,5451,,7
Alpha,"Gómez Carrillo, Enrique",Directed,5452,,1
El Nuevo Mercurio,"Gómez Carrillo, Enrique",Directed,5453,,14
La Vida Literaria,"Gómez Carrillo, Enrique",Directed,5454,,19
Lectura Amena,"Gómez Carrillo, Enrique",Directed,5455,,4
Renacimiento,"Gómez Carrillo, Enrique",Directed,5456,,1
Revista Azul,"Gómez Carrillo, Enrique",Directed,5457,,3
Revista Moderna. (Enciclopedia colombiana),"Gómez Carrillo, Enrique",Directed,5458,,1
Revista Nueva Spain,"Gómez Carrillo, Enrique",Directed,5459,,2
Trofeos,"Gómez Carrillo, Enrique",Directed,5460,,1
Lectura Amena,"Gómez E., Bernardo",Directed,5461,,2
Gente Vieja,"Gómez Erruz, Francisco",Directed,5462,,1
Alpha,"Gómez Escobar, Francisco",Directed,5463,,2
El Montañés,"Gómez Escobar, Francisco",Directed,5464,,7
El Repertorio. Revista Mensual Ilustrada,"Gómez Escobar, Francisco",Directed,5465,,2
La Bohemia Alegre,"Gómez Escobar, Francisco",Directed,5466,,1
Lectura Amena,"Gómez Escobar, Francisco",Directed,5467,,1
Lectura y Arte,"Gómez Escobar, Francisco",Directed,5468,,2
Revista Azul,"Gómez Guerrero, E.",Directed,5469,,1
Vida Nueva,"Gómez Hurtado, Marcelino",Directed,5470,,1
Gente Vieja,"Gómez Imaz, José",Directed,5471,,1
Gente Vieja,"Gómez Imaz, Manuel",Directed,5472,,1
CULTURA,"Gómez Jaime de Abadía, Herminia",Directed,5473,,1
La Gruta,"Gómez Jaime, Alfredo",Directed,5474,,3
Lectura Amena,"Gómez Jaime, Alfredo",Directed,5475,,1
Lectura y Arte,"Gómez Jaime, Alfredo",Directed,5476,,1
Revista Contemporánea,"Gómez Jaime, Alfredo",Directed,5477,,1
CULTURA,"Gómez Naranjo, Abelardo",Directed,5478,,2
Alma Española,"Gómez Núñez, Severo",Directed,5479,,3
Alpha,"Gómez Restrepo, Antonio",Directed,5480,,2
CULTURA,"Gómez Restrepo, Antonio",Directed,5481,,4
Revista Contemporánea,"Gómez Restrepo, Antonio",Directed,5482,,2
Revista Literaria. Publicación Mensual,"Gómez Restrepo, Antonio",Directed,5483,,3
Revista Moderna. (Enciclopedia colombiana),"Gómez Restrepo, Antonio",Directed,5484,,2
Trofeos,"Gómez Restrepo, Antonio",Directed,5485,,8
Revista Nueva Spain,"Gómez Restripd, Antonio",Directed,5486,,1
El Nuevo Mercurio,"Gómez Robelo, Ricardo",Directed,5487,,1
Revista Azul,"Gómez Rodríguez, Crescencio",Directed,5488,,1
Revista Literaria. Publicación Mensual,"Gómez de Baquero, Eduardo",Directed,5489,,2
Vida Nueva,"Gómez de Baquero, Eduardo",Directed,5490,,1
Gente Vieja,"Gómez de Huerta, Jerónimo",Directed,5491,,1
La Gruta,"Gómez, Enrique",Directed,5492,,1
Revista Contemporánea,"Gómez, Jaime Alfredo",Directed,5493,,1
Lectura Amena,"Gómez, Lucas",Directed,5494,,1
La Gruta,"Gómez, Plinio",Directed,5495,,1
La Gruta,"Güell, Joaquín M.",Directed,5496,,5
Revista Moderna. (Enciclopedia colombiana),"Güell, Joaquín M.",Directed,5497,,1
Trofeos,"Güell, Joaquín M.",Directed,5498,,1
Gente Vieja,H.,Directed,5499,,1
Luz i Sombra,"H. Cortínez, Julio",Directed,5500,,1
Instantáneas,H. F.,Directed,5501,,1
La Vida Literaria,"Hansen, Knut",Directed,5502,,1
Instantáneas,Harris,Directed,5503,,1
Germinal,"Hartmann, Eduard von",Directed,5504,,1
La Vida Literaria,Hastoy,Directed,5505,,1
CULTURA,"Hawthorne, Nathaniel",Directed,5506,,1
Alpha,"Hearn, Lafcadio",Directed,5507,,3
Alma Española,"Heber, Carl Augustus",Directed,5508,,1
Alma Española,"Heine, Heinrich",Directed,5509,,1
El Montañés,"Heine, Heinrich",Directed,5510,,2
El Repertorio. Revista Mensual Ilustrada,"Heine, Heinrich",Directed,5511,,1
Gente Vieja,"Heine, Heinrich",Directed,5512,,1
Germinal,"Heine, Heinrich",Directed,5513,,2
Instantáneas,"Heine, Heinrich",Directed,5514,,1
Luz,"Heine, Heinrich",Directed,5515,,2
Revista Azul,"Heine, Heinrich",Directed,5516,,2
Revista Literaria. Publicación Mensual,"Heine, Heinrich",Directed,5517,,2
Vida Nueva,"Heine, Heinrich",Directed,5518,,1
Helios,Helios,Directed,5519,,18
Gente Vieja,"Henales, Federico Luis de",Directed,5520,,9
El Montañés,"Henao, Federico Carlos",Directed,5521,,1
El Repertorio. Revista Mensual Ilustrada,"Henao, Federico Carlos",Directed,5522,,3
La Bohemia Alegre,"Henao, Federico Carlos",Directed,5523,,11
El Nuevo Mercurio,"Henríquez Ureña, Max",Directed,5524,,1
El Nuevo Mercurio,"Henríquez-Ureña, Pedro",Directed,5525,,1
Revista Literaria. Publicación Mensual,Hephel,Directed,5526,,2
Luz,"Hepp, Alexandre",Directed,5527,,1
La Gruta,"Heredia Márquez, Francisco de",Directed,5528,,1
Revista Contemporánea,"Heredia Márquez, Francisco de",Directed,5529,,3
Lectura Amena,"Heredia, José María de",Directed,5530,,1
Revista Literaria. Publicación Mensual,"Heredia, José María de",Directed,5531,,1
Trofeos,"Heredia, José María de",Directed,5532,,11
Revista Azul,"Heredia, José-Maria de",Directed,5533,,3
La Habana Literaria,"Heredia, Nicolás",Directed,5534,,1
Alma Española,Hermann-Paul,Directed,5535,,1
Revista Moderna. (Enciclopedia colombiana),"Hermant, Abel",Directed,5536,,1
La Habana Literaria,"Hernandez Miyares, Enrique",Directed,5537,,2
Revista Azul,"Hernandez Miyares, Enrique",Directed,5538,,2
La Vida Literaria,"Hernanz, F.",Directed,5539,,1
Alpha,"Hernández Catá, Alfonso",Directed,5540,,1
Gente Vieja,"Hernández González, José",Directed,5541,,1
Gente Vieja,"Hernández Rico, J.",Directed,5542,,3
El Repertorio. Revista Mensual Ilustrada,"Hernández, Luis María",Directed,5543,,1
La Habana Literaria,"Hernández, Pablo",Directed,5544,,2
El Nuevo Mercurio,"Hernández-Catá, Alfonso",Directed,5545,,1
Gente Vieja,"Hernández-Catá, Alfonso",Directed,5546,,3
Revista Nueva Spain,"Hernández-Pacheco, Eduardo",Directed,5547,,1
Gente Vieja,"Herranz, Juan José",Directed,5548,,13
Luz i Sombra,"Herrera Sotomayor, Ignacio",Directed,5549,,1
Revista Moderna. (Enciclopedia colombiana),"Herrera, Benjamín",Directed,5550,,1
Luz i Sombra,"Herrera, Darío",Directed,5551,,1
Revista Azul,"Herrera, Darío",Directed,5552,,5
Gente Vieja,"Herrán, Fermín",Directed,5553,,1
La Gruta,"Herrán, Pablo Emilio",Directed,5554,,1
La Vida Literaria,"Hervieu, Paul",Directed,5555,,1
Revista Literaria. Publicación Mensual,"Hidalgo Lara, Tomás",Directed,5556,,2
La Bibliotéca,"Hidalgo de Cisneros, Baltasar",Directed,5557,,1
Gente Vieja,"Hidalgo de Quintana, Baltasar",Directed,5558,,1
La Bibliotéca,"Hidalgo, José Antonio",Directed,5559,,1
Revista Contemporánea,"Hinestroza Daza, Ricardo",Directed,5560,,5
Luz i Sombra,Hoffman,Directed,5561,,1
Revista Literaria. Publicación Mensual,"Hoffmann, Ernst Theodor Amadeus",Directed,5562,,1
CULTURA,"Holguín Caro, Hernando",Directed,5563,,1
Revista Moderna. (Enciclopedia colombiana),"Holguín Caro, Hernando",Directed,5564,,2
El Nuevo Mercurio,"Holguín, Jorge",Directed,5565,,1
Revista Literaria. Publicación Mensual,"Holguín, Jorge",Directed,5566,,1
Trofeos,"Holguín, Jorge",Directed,5567,,1
Germinal,"Hood, Thomas",Directed,5568,,1
La Vida Literaria,"Hood, Thomas",Directed,5569,,1
Alma Española,Horace,Directed,5570,,1
Revista Azul,"Houssaye, Arséne",Directed,5571,,3
Revista Moderna. (Enciclopedia colombiana),"Hoyos y Vinent, Antonio de",Directed,5572,,1
Alpha,"Hoyos, Sebastián",Directed,5573,,1
Germinal,"Huelbes Temprado, Joaquín de",Directed,5574,,2
Gente Vieja,"Huerta y Portero, Manuel",Directed,5575,,1
Gente Vieja,"Huerta, José Félix",Directed,5576,,1
Gente Vieja,"Huesca, Federico",Directed,5577,,12
Alma Española,"Hugo, Victor",Directed,5578,,1
El Nuevo Mercurio,"Hugo, Victor",Directed,5579,,1
Germinal,"Hugo, Victor",Directed,5580,,3
Lectura Amena,"Hugo, Victor",Directed,5581,,2
Luz,"Hugo, Victor",Directed,5582,,1
Revista Azul,"Hugo, Victor",Directed,5583,,6
Revista Literaria. Publicación Mensual,"Hugo, Victor",Directed,5584,,2
Revista Moderna. (Enciclopedia colombiana),"Hugo, Victor",Directed,5585,,1
Vida Nueva,"Hugo, Victor",Directed,5586,,1
Alma Española,"Huguet del Villar, Emilio",Directed,5587,,1
Germinal,"Huidobro, Luis",Directed,5588,,2
Luz i Sombra,"Hurtado López, Luis A.",Directed,5589,,1
Vida Nueva,"Hurtado del Valle, Francisco",Directed,5590,,1
Gente Vieja,"Hurtado, Publio",Directed,5591,,4
El Nuevo Mercurio,"Huysmans, Charles Marie Georges",Directed,5592,,1
Lectura Amena,"Huysmans, Joris-Karl",Directed,5593,,1
Gente Vieja,"Ibarra y Rodríguez, Eduardo",Directed,5594,,1
Helios,"Ibarra y Rodríguez, Eduardo",Directed,5595,,1
Germinal,"Ibarra, Lino C.",Directed,5596,,1
El Nuevo Mercurio,"Ibels, André",Directed,5597,,1
Alma Española,"Ibsen, Henrik",Directed,5598,,1
Revista Azul,"Ibsen, Henrik",Directed,5599,,1
Revista Nueva Spain,"Ibsen, Henrik",Directed,5600,,5
Vida Nueva,"Ibánez de Argullós, A.",Directed,5601,,2
El Nuevo Mercurio,"Ibáñez, Crisóforo",Directed,5602,,1
Revista Literaria. Publicación Mensual,"Ibáñez, Pedro María",Directed,5603,,6
Revista Moderna. (Enciclopedia colombiana),"Ibáñez, Pedro María",Directed,5604,,3
Luz i Sombra,"Icaza, Francisco A. de",Directed,5605,,1
Panida,"Icaza, Francisco A. de",Directed,5606,,1
Renacimiento,"Icaza, Francisco A. de",Directed,5607,,2
Revista Azul,"Icaza, Francisco A. de",Directed,5608,,4
Revista Nueva Spain,"Icaza, Francisco A. de",Directed,5609,,3
Trofeos,"Icaza, Francisco A. de",Directed,5610,,2
Revista Azul,"Iglesias Calderón, Fernando",Directed,5611,,1
Alma Española,"Iglesias, Pablo",Directed,5612,,1
Gente Vieja,"Iglesias, Pablo",Directed,5613,,1
Vida Nueva,"Iglesias, Pablo",Directed,5614,,3
Gente Vieja,"Iglesias, Santiago",Directed,5615,,39
Germinal,"Iglesias, Santiago",Directed,5616,,1
Gente Vieja,"Imón de la Mota, Gil",Directed,5617,,1
Panida,"Ingenieros, José",Directed,5618,,1
Revista Moderna. (Enciclopedia colombiana),"Ingenieros, José",Directed,5619,,1
Luz i Sombra,Interin,Directed,5620,,1
La Vida Literaria,"Iracheta, Francisco de",Directed,5621,,1
La Bibliotéca,"Iriarte, Tomás de",Directed,5622,,1
La Bibliotéca,"Irigoyen, Bernardo de",Directed,5623,,3
Revista Azul,"Isaacs, Jorge",Directed,5624,,2
