NombreR,NumContrib,Colaborador,Roles,Seudonimo,PaisOrigen,Titulo,NumFasciculo,Fecha,Traduccion,Traductor,Lengua,LenguaOriginal,Tipo,TipoIndice,Dedicatoria,ObrasResenadas,CantidadPaginas,Paginacion,Comentarios
Revista Literaria. Publicación Mensual,316,Anónimo,Creador,NA,NA,Católicos negros en los Estados Unidos,27,Julio de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.5,SD,
Revista Literaria. Publicación Mensual,317,"Marroquín, José Manuel",Creador,NA,Colombia,La gran semana,27,Julio de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,14/03/23,153-167,
Revista Literaria. Publicación Mensual,318,"Molina Paniagua, Modesto",Creador,NA,Perú,Los primeros dientes,27,Julio de 1892,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,8,167-174,
Revista Literaria. Publicación Mensual,319,"Soriano y Barroeta-Aldamar, Rodrigo",Reseñista,NA,España,El Almanaque de Gotha,27,Julio de 1892,No,NA,Español,NA,Reseña,NA,NA,Almanaque de Gotha,4,174-178,"Título original: Almanach de Gotha, más información https://en.wikipedia.org/wiki/Almanach_de_Gotha"
Revista Literaria. Publicación Mensual,320,"Arciniegas, Ismael Enrique",Creador,NA,Colombia,De regreso,27,Julio de 1892,No,NA,Español,NA,Poesía,Soneto,"Casal, Julio del",NA,0.5,178-179,
Revista Literaria. Publicación Mensual,321,"Arciniegas, Ismael Enrique",Creador,NA,Colombia,Extática,27,Julio de 1892,No,NA,Español,NA,Poesía,Soneto,Rubén Darío,NA,0.5,179,
Revista Literaria. Publicación Mensual,322,"Arciniegas, Ismael Enrique",Creador,NA,Colombia,El café,27,Julio de 1892,No,NA,Español,NA,Poesía,Soneto,NA,NA,0.5,179-180,
Revista Literaria. Publicación Mensual,323,"Estrada Paniagua, Felipe",Creador,NA,Guatemala,Felicidad,27,Julio de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,180,
Revista Literaria. Publicación Mensual,324,"Monasterios Velásquez, Jesús María",Creador,NA,Venezuela,A un arroyo,27,Julio de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,2,181-182,
Revista Literaria. Publicación Mensual,325,"Siles, José de",Creador,NA,España,El carro y la locomotora,27,Julio de 1892,No,NA,Español,NA,Teatro,NA,NA,NA,04/03/23,183-187,
Revista Literaria. Publicación Mensual,326,"Alarcón, Pedro Antonio de",Creador,NA,España,El carbonero alcalde,27,Julio de 1892,No,NA,Español,NA,Prosa Ficción,Cuento,NA,NA,12/07/23,187-199,
Revista Literaria. Publicación Mensual,327,"Uribe Ángel, Manuel",Creador,NA,Colombia,Cartas sobre Medellín,27,Julio de 1892,No,NA,Español,NA,Prosa No ficción,Carta,"Laverde Amaya, Isidoro",NA,08/04/23,200-208,
Revista Literaria. Publicación Mensual,328,Anónimo,Creador,NA,NA,Costumbres de algunos viajeros ingleses,27,Julio de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.6,208,
Revista Literaria. Publicación Mensual,329,Anónimo,Creador,NA,NA,Insignias papales,27,Julio de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.6,209,
Revista Literaria. Publicación Mensual,330,Anónimo,Creador,NA,NA,Pensamientos,27,Julio de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.4,209,
Revista Literaria. Publicación Mensual,331,Anónimo,Creador,NA,NA,El color del diamante,28,Agosto de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,SD,
Revista Literaria. Publicación Mensual,332,"Gutiérrez de Alba, José María",Creador,NA,España,Impresiones de viaje por Colombia. Excursión al Valle de San Agustín en el departamento del Tolima,28,Agosto de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,15,209-223,
Revista Literaria. Publicación Mensual,333,Chen Jitong,Creador,NA,China,Lo que cuesta una mentira. Cuento chino por el general Tcheng-Ki-Tong,28,Agosto de 1892,Sí,"Restrepo H., María Josefa",Español,Francés,Prosa Ficción,Cuento,NA,NA,7,224-230,Traducido especialmente para la revista. Título orinal en francés: La voice du sang. En el libro Les chinois peints par eux-mêmes. CONTES / par le général Tcheng-Ki-Tong En BNF: https://gallica.bnf.fr/ark:/12148/bpt6k687122.r=Tcheng%20Ki%20Tong%22la%20voix%20du%20sang%22?rk=21459;2
Revista Literaria. Publicación Mensual,334,"Uribe Ángel, Manuel",Creador,NA,Colombia,Instrucción pública en Antioquia,28,Agosto de 1892,No,NA,Español,NA,Prosa No ficción,Carta,"Laverde Amaya, Isidoro",NA,08/04/23,231-239,
Revista Literaria. Publicación Mensual,335,"Millican, Albert",Creador,NA,Inglaterra,Bogotá y los bogotanos,28,Agosto de 1892,Sí,"Martín, Guillermo E.",Español,Inglés,Prosa No ficción,NA,NA,NA,9,239-247,"Traducido especialmente para la revista. Capítulo del libro Travels and adventures of an orchid hunter, Londres, 1891. Disponible en: Travels and adventures of an orchid hunter"
Revista Literaria. Publicación Mensual,336,"Caro, Miguel Antonio",Creador,NA,Colombia,¡Patria!,28,Agosto de 1892,No,NA,Español,NA,Poesía,Soneto,NA,NA,0.5,247,
Revista Literaria. Publicación Mensual,337,"Caro, José Eusebio",Creador,NA,Colombia,Sociedad y soledad,28,Agosto de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,01/05/23,"248,25",
Revista Literaria. Publicación Mensual,338,Anónimo,Creador,NA,NA,Anónimo,28,Agosto de 1892,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,0.5,250,
Revista Literaria. Publicación Mensual,339,"Caro, José Eusebio",Creador,NA,Colombia,Société et Solitude,28,Agosto de 1892,Sí,"Dusson, Octave",Francés,Español,Poesía,NA,NA,NA,01/05/23,"249,251",
Revista Literaria. Publicación Mensual,340,"Marquina, Pedro ",Creador,NA,España,La fe,28,Agosto de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,0.3,251,"Posiblemento tomado de La Niñez (Madrid). 11/1882, n.º 25  https://hemerotecadigital.bne.es/hd/es/viewer?id=222be5ea-c0cc-4208-9e80-0f27cb92f90e&page=4"
Revista Literaria. Publicación Mensual,341,"Laverde Amaya, Isidoro",Director,NA,Colombia,"Edda, poetisa granadina",28,Agosto de 1892,No,NA,Español,NA,Reseña,NA,NA,Mi amor,01/05/23,252-253,"La reseña alude al poema ""Mi amor"", publicado por Rafael Pombo bajo el seudónimo femenino Edda."
Revista Literaria. Publicación Mensual,342,"Pombo, Rafael",Creador,Edda,Colombia,Mi amor,28,Agosto de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,03/02/23,253-256,
Revista Literaria. Publicación Mensual,343,"Laverde Amaya, Isidoro",Director,NA,Colombia,Noticias literarias,28,Agosto de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,05/07/23,257-262,"Noticias de circulación de libros, publicación de periódicos, nombramientos de colombianos en el exterior, publicación de libros, publicación de obras de colombianos en el exterior."
Revista Literaria. Publicación Mensual,344,"Ossorio y Bernard, Manuel",Creador,NA,España,Dos escritoras peruanas,28,Agosto de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/04/23,262-264,Indica bajo el título que es tomado de La España Moderna. Texto sobre Clorinda Matto de Turner y Mercedes Cabello de Carbonera.
Revista Literaria. Publicación Mensual,345,Anónimo,Creador,NA,NA,Anónimo,28,Agosto de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.25,SD,
Revista Literaria. Publicación Mensual,346,"Escobar Pino, Roberto",Creador,NA,Colombia,Ligeros bocetos de poetas caleños. Jorge Isaacs,28,Agosto de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,0.25,SD,Indica que fue tomado de El Instituto de Cali.
Revista Literaria. Publicación Mensual,347,Anónimo,Creador,NA,NA,Anónimo,28,Agosto de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.25,SD,
Revista Literaria. Publicación Mensual,348,Anónimo,Creador,NA,NA,Anónimo,28,Agosto de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.25,SD,
Revista Literaria. Publicación Mensual,349,Anónimo,Creador,NA,NA,"La palabra ""cardenal""",29,Septiembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.5,SD,
Revista Literaria. Publicación Mensual,350,Anónimo,Creador,NA,NA,El primer billete,29,Septiembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,SD,
Revista Literaria. Publicación Mensual,351,"Restrepo, Vicente",Creador,NA,Colombia,"La tierra del ""Mambí"". Negros, negras, ""ñáñigos"".",29,Septiembre de 1892,No,NA,Español,NA,Prosa No ficción,Viajes,NA,NA,07/02/23,265-272,
Revista Literaria. Publicación Mensual,352,"Pizarro, Alejandro",Creador,NA,Colombia,El crimen de Machuca (causa célebre),29,Septiembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,9,272-281,
Revista Literaria. Publicación Mensual,353,"Hidalgo Lara, Tomás",Creador,NA,Colombia,Tribus indígenas del sur del Cauca,29,Septiembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,15,281-296,
Revista Literaria. Publicación Mensual,354,"Nanfa, Crisógono de",Creador,NA,NA,El centenario del descubrimiento de América,29,Septiembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,4,296-300,"Al artículo aparece sin nombre de autor, pero en el primer párrafo se indica que fue tomado de un periódico de la Península. Fue posible ubicar el texto en La Época (Madrid. 1849). 25/3/1890, n.º 13.500, https://hemerotecadigital.bne.es/hd/es/viewer?id=2c446b9c-7f0a-4af0-b63f-cc9580045378. Allí se indica el nombre de autor."
Revista Literaria. Publicación Mensual,355,Anónimo,Creador,NA,NA,Una aventura de Beethoven,29,Septiembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,01/01/25,300-3001,
Revista Literaria. Publicación Mensual,356,"Caro, José Eusebio",Creador,NA,Colombia,El baustismo,29,Septiembre de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,4,"302, 304, 306, 308",
Revista Literaria. Publicación Mensual,357,"Caro, José Eusebio",Creador,NA,Colombia,Le bapteme,29,Septiembre de 1892,Sí,"Dusson, Octave",Francés,Español,Poesía,NA,NA,NA,4,"303, 305, 307, 309",
Revista Literaria. Publicación Mensual,358,"Pombo, Rafael",Creador,NA,Colombia,Comunión,29,Septiembre de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,3,310-312,
Revista Literaria. Publicación Mensual,359,"Borda, José Joaquín",Creador,NA,Colombia,Necrología de don Daniel Mantilla,29,Septiembre de 1892,No,NA,Español,NA,Prosa No ficción,Necrología,NA,NA,1,313,"Se indica al final que el texto fue tomado de el periódioco El Hogar, Bogotá, 1868."
Revista Literaria. Publicación Mensual,360,"Bouet, Carlos",Creador,NA,NA,El viático,29,Septiembre de 1892,Sí,"Borda, Ignacio",Español,Francés,Prosa Ficción,NA,NA,NA,09/05/23,314-323,"Se indica que el texto fue ""Arreglado"" por Ignacio Borda, además que fue tomado del libro publicado en París: Escenas de la vida del clero. No ha sido posibleme encontrar información sobre Bouet, aunque sí se encontró el libro Scènes de la vie du clergé, de la escritora George Elliot. "
Revista Literaria. Publicación Mensual,361,"Laverde Amaya, Isidoro",Director,NA,Colombia,Noticias literarias,29,Septiembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,01/02/25,323-326,"Se informa de: publicación de Parnaso venezolano de Julio Calcaño, se informa de la publicación de varios libros en imprentas bogotanas."
Revista Literaria. Publicación Mensual,362,"Palacio, Manuel del",Creador,NA,España,Chispas,29,Septiembre de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,0.3,326,
Revista Literaria. Publicación Mensual,363,"Borda, José Joaquín",Creador,NA,Colombia,A un jazmín,29,Septiembre de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,0.3,326,
Revista Literaria. Publicación Mensual,364,"Picón Febrés, Gonzalo ",Creador,NA,Venezuela,A María Luisa de Díaz Guerra,29,Septiembre de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,0.3,327,
Revista Literaria. Publicación Mensual,365,Anónimo,Creador,NA,NA,Cantos del pueblo,29,Septiembre de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,0.3,327,
Revista Literaria. Publicación Mensual,366,Anónimo,Creador,NA,NA,Anécdotas,29,Septiembre de 1892,No,NA,Español,NA,Prosa No ficción,Anécdota,NA,NA,01/03/23,327-328,
Revista Literaria. Publicación Mensual,367,"Martínez Villergas, Juan",Creador,NA,España,NA,29,Septiembre de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,0.3,SD,
Revista Literaria. Publicación Mensual,368,"Taboada, Luis",Creador,NA,España,Lo importante,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,SD,
Revista Literaria. Publicación Mensual,369,"Cólogan y Cólogan, Bernardo Jacinto de ",Creador,NA,España,"Colón, España y América",30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,04/03/23,329-333,
Revista Literaria. Publicación Mensual,370,"Caro, Miguel Antonio",Creador,NA,Colombia,Segundo viaje,30,Octubre 12 de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,0.6,333,
Revista Literaria. Publicación Mensual,371,"Antommarchi de Rojas, Dorila",Creador,NA,Colombia,A Colón,30,Octubre 12 de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,01/05/23,334-335,Tema mujer
Revista Literaria. Publicación Mensual,372,"Febres Cordero, Tulio",Creador,NA,Venezuela,Descubrimiento de América,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/07/23,335-338,
Revista Literaria. Publicación Mensual,373,"Antommarchi de Rojas, Dorila",Creador,NA,Colombia,A España,30,Octubre 12 de 1892,No,NA,Español,NA,Poesía,Soneto,NA,NA,0.5,338-339,Tema mujer
Revista Literaria. Publicación Mensual,374,Anónimo,Creador,NA,NA,Cronología de los viajes de Colón,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,339-340,
Revista Literaria. Publicación Mensual,375,Anónimo,Creador,NA,NA,Relación de los individuos que acompañaron a Colón en el primer viaje,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/07/23,340-343,
Revista Literaria. Publicación Mensual,376,Anónimo,Creador,NA,NA,Firma de Colón,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,0.6,343,
Revista Literaria. Publicación Mensual,377,"Febres Cordero, Tulio",Creador,NA,Venezuela,Origen de los nombres de las Naciones,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/05/23,344-346,
Revista Literaria. Publicación Mensual,378,"Palacios, Eustaquio",Creador,NA,Colombia,Cali en 1789,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,08/03/23,346-354,
Revista Literaria. Publicación Mensual,379,"Laverde Amaya, Isidoro",Director,NA,Colombia,Notas editoriales,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,354-356,En la página 356 de esta notas se informa que de la participación de colombianos como redactares o directores en periódicos: Eco nacional (San Salvador) y El Pabellón Liberal (San José de Costa Rica).
Revista Literaria. Publicación Mensual,380,Reyes Católicos,Creador,NA,España,Capitulaciones entre los Reyes Católicos y Cristobal Colón,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,01/07/23,356-358,
Revista Literaria. Publicación Mensual,381,Anónimo,Creador,NA,NA,Las flores,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.6,358-359,
Revista Literaria. Publicación Mensual,382,"Escobar Pino, Roberto",Creador,NA,Colombia,Ligeros bocetos de poetas caleños,30,Octubre 12 de 1892,No,NA,Español,NA,Poesía,NA,NA,NA,0.6,359,
Revista Literaria. Publicación Mensual,383,Anónimo,Creador,NA,NA,Variedades,30,Octubre 12 de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,360,
Revista Literaria. Publicación Mensual,384,"Deslys, Charles",Creador,NA,Francia,El tío Antonio,31.32,Noviembre de 1892,Sí,"Suárez Murillo, Carlos",Español,Francés,Prosa Ficción,Novela,NA,NA,34,361-395,Título original: L'Oncle Antoine
Revista Literaria. Publicación Mensual,385,"Restrepo, Vicente",Creador,NA,Colombia,Crítica de los trabajos arqueológicos del Doctor José Domingo Duquesne,31.32,Noviembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,42.6,396-438,
Revista Literaria. Publicación Mensual,386,Anónimo,Creador,NA,NA,[Piedra de Anacutá],31.32,Noviembre de 1892,No,NA,Español,NA,Imagen,NA,NA,NA,0.7,404,Grabado
Revista Literaria. Publicación Mensual,387,Anónimo,Creador,NA,NA,[Representaciones de números atribuidas a los Chibchas],31.32,Noviembre de 1892,No,NA,Español,NA,Imagen,NA,NA,NA,01/03/23,405-406,
Revista Literaria. Publicación Mensual,388,Anónimo,Creador,NA,NA,[Representación de dije indígena],31.32,Noviembre de 1892,No,NA,Español,NA,Imagen,NA,NA,NA,0.1,424,
Revista Literaria. Publicación Mensual,389,Anónimo,Creador,NA,NA,[Calendario muisca,31.32,Noviembre de 1892,No,NA,Español,NA,Imagen,NA,NA,NA,0.3,425,
Revista Literaria. Publicación Mensual,390,"Charton, Ernest",Creador,NA,Francia,"Quito, capital de la República del Ecuador",31.32,Noviembre de 1892,Sí,"Laverde Amaya, Isidoro",Español,Francés,Prosa No ficción,Viajes,NA,NA,20/03/23,439-459,
Revista Literaria. Publicación Mensual,391,"Torres, Carlos Arturo",Creador,NA,Colombia,La ilusión suprema,31.32,Noviembre de 1892,No,NA,Español,NA,Poesía,Poesía,NA,NA,2,459-461,
Revista Literaria. Publicación Mensual,392,"Saravia, Hermógenes",Creador,NA,Colombia,Canción,31.32,Noviembre de 1892,No,NA,Español,NA,Poesía,Poesía,NA,NA,1,461-462,
Revista Literaria. Publicación Mensual,393,"Silva, José Asunción",Creador,NA,Colombia,Los maderos de San Juan,31.32,Noviembre de 1892,No,NA,Español,NA,Poesía,Poesía,NA,NA,01/05/23,462-463,
Revista Literaria. Publicación Mensual,394,"Laverde Amaya, Isidoro",Director,NA,Colombia,Noticias literarias,31.32,Noviembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,SD,"Refiere publicaciones en los periódicos extranjeros: periódicos del Perú informan que se publicó la novela El Conspirador, de Mercedes Cabello de Carbonera, La Ilustración Española y Americana publica ilustraciones de gobernantes colombianos, refieren participación de colombiana Waldina Dávila de Ponce en congreso de Americanistas. Se informa de la recepción de números del periódico peruano La Integridad en donde redacta Abelardo M. Gamarra. Tema mujer"
Revista Literaria. Publicación Mensual,395,"Peláez, Fidel",Creador,NA,Colombia,Hércules calentano,31.32,Noviembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.7,SD,
Revista Literaria. Publicación Mensual,396,"Restrepo, Vicente",Creador,NA,Colombia,Epitafio del gran Sugamuxi,33,Diciembre de 1892,No,NA,Español,NA,Prosa No ficción,Estudio histórico,NA,NA,04/05/23,465-468,
Revista Literaria. Publicación Mensual,397,"Ortiz, Rafael",Creador,NA,Colombia,Salvadora,33,Diciembre de 1892,No,NA,Español,NA,Prosa Ficción,Cuento,NA,NA,12/06/23,469-482,
Revista Literaria. Publicación Mensual,398,"Vaca, Vicente",Creador,NA,NA,Recuerdos de un voluntario en la campaña de 1885 (fragmentos),33,Diciembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,7,482-489,
Revista Literaria. Publicación Mensual,399,"Rivas, Medardo",Creador,NA,Colombia,Prólogo de la obra Histórica del padre Simón,33,Diciembre de 1892,No,NA,Español,NA,Prosa No ficción,Prólogo,NA,NA,7,489-496,
Revista Literaria. Publicación Mensual,400,"Samper de Ancízar, Agripina",Creador,Pía Rigan,Colombia,Oh Luna!,33,Diciembre de 1892,No,NA,Español,NA,Poesía,Poesía,NA,NA,2,496-498,Tema mujer: a pie de página se dan algunos datos biográficos.
Revista Literaria. Publicación Mensual,401,"Suárez, Roberto",Creador,NA,Colombia,A Julio Suárez Lacroix,33,Diciembre de 1892,No,NA,Español,NA,Poesía,Poesía,NA,NA,01/07/23,497-500,
Revista Literaria. Publicación Mensual,402,"Balart, Federico",Creador,NA,España,Soledad,33,Diciembre de 1892,No,NA,Español,NA,Poesía,Poesía,NA,NA,0.7,500-501,
Revista Literaria. Publicación Mensual,403,"Laverde Amaya, Isidoro",Director,NA,Colombia,Noticias literarias,33,Diciembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,501-503,"Noticia de publicación del libro Arequipa de Jorge Polar en Perú; Jorge o el hijo del pueblo, de María Nieves y Bustamente, en Perú; periódico La Palabra en Panamá; recepción de periñodicos y libros publicados en Colombia y en otros países."
Revista Literaria. Publicación Mensual,404,Anónimo,Creador,NA,NA,Instrucción pública. Escuelas Nacionales de Telegrafía,33,Diciembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,01/05/23,503-504,
Revista Literaria. Publicación Mensual,405,"Palacio, Manuel del",Creador,NA,España,Inocentadas,33,Diciembre de 1892,No,NA,Español,NA,Poesía,Poesía,NA,NA,0.6,SD,Indica que es tomado de El Instituto de Cali
Revista Literaria. Publicación Mensual,406,"Escobar Pino, Roberto",Creador,NA,Colombia,Bocetos de poetas caleños,33,Diciembre de 1892,No,NA,Español,NA,Poesía,Poesía,NA,NA,0.6,SD,Indica que es tomado de El Instituto de Cali
Revista Literaria. Publicación Mensual,407,Anónimo,Creador,NA,NA,Diez reglas de higiene,33,Diciembre de 1892,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.6,SD,Dice que fue publicado en un perídico de Londres.
Revista Literaria. Publicación Mensual,408,Anónimo,Creador,NA,NA,"Alarcón, poeta",34,Febrero de 1893,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,SD,"Nota sobre Pedro Antonio de Alarcón, poeta español. "
Revista Literaria. Publicación Mensual,409,"Alarcón, Pedro Antonio de",Creador,NA,España,Al recibir mi retrato,34,Febrero de 1893,No,NA,Español,NA,Poesía,Quintilla,NA,NA,0.5,SD,"Publicada como parte del artículo ""Alarcón, poeta"""
Revista Literaria. Publicación Mensual,410,"Deslys, Charles",Creador,NA,Francia,La mentira de un amigo,34,Febrero de 1893,Sí,"Restrepo H., María Josefa",Español,Francés,Prosa Ficción,Novela,NA,NA,32,505-537,Tema mujer: traductora de la obra es María Josefa Restrepo H.
Revista Literaria. Publicación Mensual,411,"Moussy, Martín de",Creador,NA,NA,"Amor conyugal, ó aventuras y desdchas de la señora Agustina Libarona, en el Gran Chaco, referenciadas por ella misma",34,Febrero de 1893,Sí,"Laverde Amaya, Isidoro",Español,Francés,Prosa No ficción,NA,NA,NA,22,538-561,"Se indica que el texto original fue publicado en Le Tour du Monde, y traducido por Laverde Amaya. Ver: https://gallica.bnf.fr/ark:/12148/bpt6k343789/f5.item.r=Libarona "
Revista Literaria. Publicación Mensual,412,"Laverde Amaya, Isidoro",Director,NA,Colombia,Ismael E. Arciniégas,34,Febrero de 1893,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,04/07/23,561-566,
Revista Literaria. Publicación Mensual,413,"Guardia, Ernesto de la",Creador,NA,México,Melancolía,34,Febrero de 1893,No,NA,Español,NA,Poesía,Poesía,NA,NA,1,565-566,
Revista Literaria. Publicación Mensual,414,"Laverde Amaya, Isidoro",Director,NA,Colombia,Ecos y noticias,34,Febrero de 1893,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,01/08/23,567-568,"Se anuncia publicación en Bogotá del libro Juguetes de salón o teatro de los niños, escrito por Francisco de P. Cortés; recepción de ejemplares de Revista del Paraguay, editada por Enrique Parodi (en Buenos Aires); anuncio de publicación en Bogotá de folletines, en formato libro, antes publicados en El heraldo (Bogotá), por José Joaquín Pérez; se comenta la publicación de retratos de Rafael Núñez y de Caro en la edición del 23 de octubre de 1892 de El Tiempo (México) (Se pueden ver en: https://hndm.iib.unam.mx/consulta/resultados/visualizar/558a34a67d1ed64f16a93004?resultado=11&tipo=pagina&intPagina=2); se copia fragmento de pocas líneas (sin citar la fuente exacta: título del artículo) de crítica que hace el venezolano Martín García Mérou a poema escrito por Diego Jugo, el fragmento es tomado de Revista Nacion (Buenos Aires) (el texto completo de Mérou se titula: ""Nuevos recuerdos literarios, es un extenso ensayo que aparece en varias entregas de la citada revista: ver: https://babel.hathitrust.org/cgi/pt?id=inu.30000117791370&view=1up&seq=7&q1=%22Diego%20Jugo%22); anuncio de la publicación del libro Geografía e historia de la provincia del Quindío (Popayán, Colombia) por Heliodoro Peña; se copia fragmento de del artículo ""Poesía en América"" de Federico González Suárez, que aparece en Revista Ecuatoriana (Quito) (el artículo en cuestión fue efectivamente ubicado en el número XLI de mayo de 1892. Se trata de un extenso ensayo. En el fragmento citado se incluye entre paréntesis información que no estaba en el texto original: que tras el seudónimo Celta se esconde José Caicedo Rojas y que el poema referido se titula Don Álvaro); publicación de El libro del niño Alemania (Hamburgo) por Emiliano Isaza Gutiérrez (Colombia) (no ha sido posible encontrar esta edición. Existe otra hecha en París en 1895: https://catalogoenlinea-bibliotecanacional-gov-co.ezproxy.biblored.gov.co/client/es_ES/search/asset/87313); noticia de la publicación de poema provenzal traducido al francés por Charles Boy, se indica que este traductor obsequió la obra al editor de la revista; notica de regreso de Ernesto Tirado Restrepo a Colombia después de participar en Congreso Internacional de Americanistas en Huelva; noticia de puesta en escena, en Ecuador, del de drama inédito La Granja, de Juan Montalvo; noticia de puesta en escena, en Guayaquil, de dramas de Nicoás A. González (hijo): Dos culpas, Juegos fatuos y Primavera; noticia de escritura de la obra Mar y Cielo del catán Angel Guimerá."
Revista Literaria. Publicación Mensual,415,Anónimo,Creador,NA,NA,Cantar,34,Febrero de 1893,No,NA,Español,NA,Poesía,NA,NA,NA,0.2,SD,
Revista Literaria. Publicación Mensual,416,"Franco, Enrique",Creador,NA,NA,Epigramas,34,Febrero de 1893,No,NA,Español,NA,Poesía,NA,NA,NA,0.3,SD,
Revista Literaria. Publicación Mensual,417,Anónimo,Creador,NA,NA,De sobremesa,34,Febrero de 1893,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.2,SD,
Revista Literaria. Publicación Mensual,418,"Laverde Amaya, Isidoro",Director,NA,Colombia,Noticias literarias,34,Febrero de 1893,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.5,SD,"Noticia de publicación de El Coleccionista argentino, revista dirigida por Juan Santomayor"
Revista Literaria. Publicación Mensual,419,"Laverde Amaya, Isidoro",Director,NA,Colombia,Noticias literarias,35,Marzo de 1893,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.5,SD,"Se indica que algunas delas noticias son tomadas de la Revista Ilustrada de Nueva York del diembre anterior, un par de meses. La noticia tiene que ver conun comentario de Ricardo Becerra a la obra de Eugenio Días y José Caicedo Rojas. También se informa de la publicación de libros y revistas en Venezuela, Chile, Ecuador."
Revista Literaria. Publicación Mensual,420,"Laverde Amaya, Isidoro",Director,NA,Colombia,El genio y la locura,35,Marzo de 1893,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,01/05/23,SD,Comentario sobre Gerard Nerval.
Revista Literaria. Publicación Mensual,421,"Collas, Louis-Charles ",Creador,NA,Francia,La hermana mayor,35,Marzo de 1893,Sí,"Cortés, Dorila",Español,Francés,Prosa Ficción,Novela,NA,NA,14/05/23,569-583,Tema mujer: traductora
Revista Literaria. Publicación Mensual,422,"Tolstói, Lev Nikoláievich",Creador,NA,Rusia,Dios está don de hay amor,35,Marzo de 1893,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,12,583-595,
