NombreR,NumContrib,Colaborador,Roles,Seudonimo,PaisOrigen,Titulo,NumFasciculo,Fecha,Traduccion,Traductor,Lengua,LenguaOriginal,Tipo,TipoIndice,Dedicatoria,ObrasResenadas,CantidadPaginas,Paginacion,Comentarios
Trofeos,230,"Torres, Carlos Arturo",Creador,Carlos A. Torres,Colombia,La unidad de la obra intelectual I,12,20/07/07,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,8,360-367,"Transferencias: respuesta de Carlos Arturo Torres a Paul Bourget sobre la carta de este, sobre el libro Estudios Ingleses, Estudios Varios"
Trofeos,231,"Blanco Fombona, Rufino",Creador,R. Blanco Fombona,Venezuela,Noticulas,12,20/07/07,No,NA,Español,NA,Prosa No ficción,NA,Trofeos,NA,2,368-369,NA
Trofeos,232,"Heredia, José María de",Creador,NA,Cuba,Plus Ultra (De J.M Heredia),12,20/07/07,Sí,"Rivas, Raimundo",Español,Francés,Poesía,NA,NA,NA,0.5,370,Transferencias: traducción
Trofeos,233,"Darío, Rubén",Creador,NA,Nicaragua,Isamael López,12,20/07/07,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.5,370,Transferencia: carta en la que agradece el  emvnvio del Centavro de Ismael López
Trofeos,234,"Londoño, Víctor Manuel",Director,NA,Colombia,Carlos Arturo Torres. Estudios ingleses-estudios varios,12,20/07/07,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/05/23,371-373,Transferencia: comentaro crítico sobre el libro Estudios Ingleses de Carlos Arturo Torres
Trofeos,235,"Davray, Henry-D.",Creador,NA,Francia,El entierro de Oscar Wilde,12,20/07/07,Sí,NA,Español,Francés,Prosa No ficción,NA,NA,NA,0.5,373,Transferencias: traducción
Trofeos,236,"Jeunesse, Ernest La",Creador,NA,Francia,El entierro de Oscar Wilde,12,20/07/07,Sí,NA,Español,Francés,Prosa No ficción,NA,NA,NA,0.3,374,Transferencias: traducción
Trofeos,237,"Gide, André",Creador,NA,Francia,El entierro de Oscar Wilde,12,20/07/07,Sí,NA,Español,Francés,Prosa No ficción,NA,NA,NA,0.4,374,"Transferencias: traducción. Posiblemente de ""Prétextes"" Buscar el la publicación "
Trofeos,238,"Desroix, Jacques",Creador,NA,Francia,El entierro de Oscar Wilde,12,20/07/07,Sí,NA,Español,Francés,Prosa No ficción,NA,NA,NA,0.3,374,Transferencias: traducción
Trofeos,239,"Londoño, Víctor Manuel",Director,V.M.L.,Colombia,El Sr. Dr. Nocolas Saenz,12,20/07/07,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,375,NA
Trofeos,240a,"Londoño, Víctor Manuel",Director,NA,Colombia,Indice alfabético,12,20/07/07,No,NA,Español,NA,Prosa No ficción,índice,NA,NA,5,376-380,NA
Trofeos,240b,"López, Ismael",Director,NA,Colombia,Indice alfabético,12,20/07/07,No,NA,Español,NA,Prosa No ficción,índice,NA,NA,5,376-380,NA
Trofeos,241,Anónimo,Creador,NA,NA,Trofeos,"13, serie III",20/01/08,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,NA,Sumario e información de la revista
Trofeos,242,"Posada, Eduardo",Creador,NA,Colombia,La libertadora,"13, serie III",20/01/08,No,NA,Español,NA,Prosa Ficción,Prosa,NA,NA,11,349-359,Desde este número la paginación es errónea
Trofeos,243,"Blanco Fombona, Rufino",Creador,NA,Venezuela,Mensaje,"13, serie III",20/01/08,No,NA,Español,NA,Poesía,Poesía,NA,NA,1,360,NA
Trofeos,244,"Gómez Restrepo, Antonio",Creador,NA,Colombia,El escorial,"13, serie III",20/01/08,No,NA,Español,NA,Poesía,Poesía,"Díaz, Leopoldo",NA,0.5,361,NA
Trofeos,245,"López, Ismael",Director,NA,Colombia,Nostalgia,"13, serie III",20/01/08,No,NA,Español,NA,Poesía,Poesía,NA,NA,0.5,361,NA
Trofeos,246,"Mockel, Albert",Creador,NA,Bélgica,Historia de una princesa admirable. Y de un hombre mal educado (I),"13, serie III",20/01/08,Sí,NA,Español,Alemán,Prosa Ficción,Prosa,NA,NA,3,362-364,Transferencia: fragmento de libro de autor extranjero
Trofeos,247,"Wilde, Oscar",Creador,NA,Irlanda,El alma humana bajo el regimen socialista (I),"13, serie III",20/01/08,Sí,Directores,Español,Inglés,Prosa No ficción,Prosa,NA,NA,03/05/23,365-368,Transferencia: traducción de un estudio de Wilde
Trofeos,248,"Londoño, Víctor Manuel",Director,V.M.L.,Colombia,Ellen Key. Del amor y del matrimonio,"13, serie III",20/01/08,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,04/08/23,369-373,Transferencia: comentaro crítico sobre autora extranjera y su libro Del Amor y el Matrimonio
Trofeos,249,Anónimo,Creador,NA,NA,Manuel Ugarte. Vendimias Juveniles,"13, serie III",20/01/08,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,03/04/23,373-377,Transferencia: reseña y comentario crítico de libro
Trofeos,250,Anónimo,Creador,NA,NA,Aprobación del tratado de límites con el Brasil,"13, serie III",20/01/08,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,01/03/23,377-378,NA
Trofeos,251,Anónimo,Creador,NA,NA,Sully prudhomme,"13, serie III",20/01/08,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.8,378-379,Transferencia: comerario sobre autor extranjero
Trofeos,252,"Prudhomme, Sully",Creador,NA,Francia,Las casas viejas,"13, serie III",20/01/08,Sí,"Caro, Miguel Antonio",Español,Francés,Poesía,NA,NA,NA,0.8,379-380,Transferencia: traducción
Trofeos,253,"Prudhomme, Sully",Creador,NA,Francia,La copa,"13, serie III",20/01/08,Sí,Miguel Antonio Caro,Español,Francés,Poesía,NA,NA,NA,0.4,380,Transferencia: traducción
Trofeos,254,"Prudhomme, Sully",Creador,NA,Francia,El vaso roto,"13, serie III",20/01/08,Sí,"López, Ismael",Español,Francés,Poesía,NA,NA,NA,0.5,380,Transferencia: traducción
Trofeos,255,Anónimo,Creador,NA,NA,NA,"13, serie III",20/01/08,No,NA,Español,NA,Publicidad,NA,NA,NA,2,NA,Transferencia: se promocionan varios libros y se da información de pasajes a Europa
Trofeos,256,Anónimo,Creador,NA,NA,Trofeos,"14, serie III",20/02/08,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,NA,Sumario e información de la revista
Trofeos,257,Anónimo,Creador,NA,NA,NA,"14, serie III",20/02/08,No,NA,Español,NA,Publicidad,NA,NA,NA,2,NA,Transferencia: se promocionan viajes a Europa y da información sobre estos
Trofeos,258,"Posada, Eduardo",Creador,NA,Colombia,La libertadora (conclusión),"14, serie III",20/02/08,No,NA,Español,NA,Prosa Ficción,Prosa,NA,NA,07/05/23,381-388,NA
Trofeos,259,"López, Ismael",Director,NA,Colombia,Sobre la estela de Leconte de Lisle,"14, serie III",20/02/08,No,NA,Español,NA,Poesía,Poesía,"Acosta, Javier",NA,0.5,389,NA
Trofeos,260,"Acosta, Javier",Creador,NA,Colombia,Himno a la mañana. En el álbum de las Sritas. Isabel y Beatriz Malo,"14, serie III",20/02/08,No,NA,Español,NA,Poesía,Poesía,NA,NA,01/05/23,389-390,NA
Trofeos,261,"Giraud, Victor",Creador,NA,Francia,La moral de los hombres honrados,"14, serie III",20/02/08,Sí,NA,Español,Francés,Prosa Ficción,Prosa,NA,NA,4,391-394,Transferencia: traducción
Trofeos,262,"Gómez Carrillo, Enrique",Creador,NA,Guatemala,Sangre de Primavera. Prólogo,"14, serie III",20/02/08,No,NA,Español,NA,Prosa Ficción,Prosa,NA,NA,3,495-497,Transferencia: publicación del prólogo escrito por Gómez Carrillo del libro Sangre de Primavera de Tulio M. Cestero
Trofeos,263,"Cestero, Tulio Manuel ",Creador,NA,República Dominicana,Paisaje de luna,"14, serie III",20/02/08,No,NA,Español,NA,Prosa Ficción,Prosa,NA,NA,1,398,Transferencias: publicación de autor extranjero
Trofeos,264,"Cestero, Tulio Manuel ",Creador,NA,República Dominicana,De Tanagra,"14, serie III",20/02/08,No,NA,Español,NA,Prosa Ficción,Prosa,NA,NA,0.5,399,Transferencias: publicación de autor extranjero
Trofeos,265,"Guérin, Charles",Creador,NA,Francia,Crepúsculo,"14, serie III",20/02/08,Sí,NA,Español,Francés,Poesía,Poetas extranjeros,NA,NA,0.5,399,Transferencia: traducción
Trofeos,266,"Xanrof, León",Creador,NA,Francia,Canción triste,"14, serie III",20/02/08,Sí,NA,Español,Francés,Poesía,Poetas extranjeros,NA,NA,0.5,400,Transferencia: traducción
Trofeos,267,"Castro, Eugenio de",Creador,NA,Portugal,El anillo de Polycrates,"14, serie III",20/02/08,Sí,"Lucerna, Salvador",Español,Postugués,Poesía,Poema dramático,NA,NA,04/05/23,400-404,"Transferencia: traducción. Los editores hacen la siguiente aclaración ""En la imprenta de La Luz se editas la traducción de nuestro amigo Lucerna, quien nos ha permitido permitido publicar estos preciosos fragmentos"""
Trofeos,268,"Restrepo, Saturnino",Creador,S.R.,Colombia,Atenas contra Sócrates (II),"14, serie III",20/02/08,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,02/05/23,405-407,"Transferencia: cometario crítico sobre uno de los textos publicados en Trofeos, este lo toman de Alpha"
Trofeos,269,"Londoño, Víctor Manuel",Director,V.M.L.,Colombia,Por un viejo Ateniense,"14, serie III",20/02/08,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,04/05/23,407-411,Transferencia: replica al anterior texto de Saturnino
Trofeos,270,Anónimo,Creador,NA,NA,Délicieusement....,"14, serie III",20/02/08,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.5,412,Traducción: comentario sobre autor extranjero
Trofeos,271,"Dumas, Joël",Creador,NA,Francia,Para el día de tus bodas,"14, serie III",20/02/08,Sí,Directores,Español,Francés,Poesía,NA,NA,NA,0.5,412,Transferencia: traducción
Trofeos,272,Anónimo,Creador,NA,NA,Trofeos,"15, serie III",30/04/08,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,NA,Sumario e información de la revista
Trofeos,273,Anónimo,Creador,NA,NA,NA,"15, serie III",30/04/08,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,Transferencia: promoción e información de viajes al extranjero
Trofeos,274,Anónimo,Creador,NA,NA,"""El Cuento Semanal Ilustrado""","15, serie III",30/04/08,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,NA,Transferencia: Lista de los cuentos que han aparecido en el Cuento Semanal Ilustrado de España del número 1 al 52
Trofeos,275,"Gómez Restrepo, Antonio",Creador,NA,Colombia,José Enrique Rodó,"15, serie III",30/04/08,No,NA,Español,NA,Prosa No ficción,Prosa,NA,NA,9,413-421,Transferncia: cometaro crítico
Trofeos,276,"Vermersch, R. Santa María",Creador,NA,NA,El poeta del silencio. George Rodenbach,"15, serie III",30/04/08,No,NA,Español,NA,Prosa No ficción,Prosa,"Gómez Restrepo, Antonio",NA,4,422-425,Transferncia: cometaro crítico. Además incluye varios textos en Frances
Trofeos,277,"D'Annunzio, Gabriele",Creador,NA,Italia,Pamphila,"15, serie III",30/04/08,No,NA,Italiano,Italiano,Poesía,Poesía,NA,NA,02/02/23,426-428,Trasnsferencia: texto en el idioma original
Trofeos,278,"D'Annunzio, Gabriele",Creador,NA,Italia,Panfila,"15, serie III",30/04/08,Sí,"Valencia, Guillermo",Español,Italiano,Poesía,Poesía,NA,NA,01/08/23,427 y 429,Transferencia: traducción
Trofeos,279,"Joubert, Joseph",Creador,NA,Francia,Carta de Joubert,"15, serie III",30/04/08,Sí,Directores,Español,Francés,Prosa No ficción,Prosa,Á mademoiselle Moreau de Russy (I),NA,3,430-432,Transferencia: traducción
Trofeos,280,"Valencia, Francisco",Creador,Pacho Valencia,Colombia,Semper femina,"15, serie III",30/04/08,No,NA,Español,NA,Poesía,Poesía,NA,NA,01/05/23,433-434,NA
Trofeos,281,"Céspedes, Ángel María",Creador,NA,Colombia,Venus lo sabe,"15, serie III",30/04/08,No,NA,Español,NA,Poesía,Poesía,NA,NA,1,434-435,NA
Trofeos,282,"Londoño, Víctor Manuel",Director,V.M. Londoño,Colombia,Confidencia. (Paul Sonies),"15, serie III",30/04/08,No,NA,Español,NA,Poesía,Poesía,NA,NA,0.5,435,NA
Trofeos,283,"López, Ismael",Director,NA,Colombia,Elegia,"15, serie III",30/04/08,No,NA,Español,NA,Poesía,Poesía,NA,NA,0.7,436,NA
Trofeos,284,"Carvajal, Alberto",Creador,NA,Colombia,Domingo,"15, serie III",30/04/08,No,NA,Español,NA,Poesía,Poesía,NA,NA,0.3,436,NA
Trofeos,285,"Carducci, Giosuè",Creador,NA,Italia,Oda a las fuentes del Clitumno,"15, serie III",30/04/08,Sí,Directores,Español,Italiano,Prosa Ficción,Prosa,NA,NA,03/07/23,437-440,Transferencia: traducción
Trofeos,287,"Londoño, Víctor Manuel",Director,V.M.L.,Colombia,Luis C. López. De mi Villorio. Prólogo de Manuel Cervera,"15, serie III",30/04/08,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,02/05/23,441-443,Transferencia: reseña y comentario crítico de libro
Trofeos,288,"Bello, Andrés",Creador,NA,Venezuela,Una carta inédita de D. Andrés Bello,"15, serie III",30/04/08,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,1,444,NA
